shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
ΑΘΗΝΧΑΛΚ,38.1353857,23.8563311,2493
ΑΘΗΝΧΑΛΚ,38.1349874,23.8560822,2496
ΑΘΗΝΧΑΛΚ,38.1346566,23.8558419,2499
ΑΘΗΝΧΑΛΚ,38.1343258,23.8555501,2502
ΑΘΗΝΧΑΛΚ,38.133995,23.855181,2505
ΑΘΗΝΧΑΛΚ,38.1337182,23.8547862,2508
ΑΘΗΝΧΑΛΚ,38.1334549,23.8544343,2511
ΑΘΗΝΧΑΛΚ,38.1332524,23.8540909,2514
ΑΘΗΝΧΑΛΚ,38.1330701,23.8537219,2517
ΑΘΗΝΧΑΛΚ,38.1329148,23.8533271,2520
ΑΘΗΝΧΑΛΚ,38.1328135,23.8529666,2523
ΑΘΗΝΧΑΛΚ,38.132719,23.8525632,2526
ΑΘΗΝΧΑΛΚ,38.1326582,23.8521941,2529
ΑΘΗΝΧΑΛΚ,38.1326312,23.8518336,2532
ΑΘΗΝΧΑΛΚ,38.1325907,23.8512671,2535
ΑΘΗΝΧΑΛΚ,38.1324881,23.848328,2538
ΑΘΗΝΧΑΛΚ,38.1323633,23.8469424,2541
ΑΘΗΝΧΑΛΚ,38.1321386,23.8459688,2544
ΑΘΗΝΧΑΛΚ,38.1318515,23.8450951,2547
ΑΘΗΝΧΑΛΚ,38.1314645,23.8442837,2550
ΑΘΗΝΧΑΛΚ,38.1309403,23.8434599,2553
ΑΘΗΝΧΑΛΚ,38.130441,23.8428358,2556
ΑΘΗΝΧΑΛΚ,38.1291429,23.8415127,2559
ΑΘΗΝΧΑΛΚ,38.1280962,23.8404513,2562
ΑΘΗΝΧΑΛΚ,38.1278194,23.8401337,2565
ΑΘΗΝΧΑΛΚ,38.1275628,23.8398076,2568
ΑΘΗΝΧΑΛΚ,38.1273332,23.8394213,2571
ΑΘΗΝΧΑΛΚ,38.1262605,23.8373205,2574
ΑΘΗΝΧΑΛΚ,38.1144261,23.8079246,2577
ΑΘΗΝΧΑΛΚ,38.1068999,23.7923807,2580
ΑΘΗΝΧΑΛΚ,38.1065609,23.7915985,2583
ΑΘΗΝΧΑΛΚ,38.1060732,23.7906102,2586
ΑΘΗΝΧΑΛΚ,38.1057623,23.7900366,2589
ΑΘΗΝΧΑΛΚ,38.1053598,23.7893197,2592
ΑΘΗΝΧΑΛΚ,38.1042414,23.7873623,2595
ΑΘΗΝΧΑΛΚ,38.1022768,23.7838725,2598
ΑΘΗΝΧΑΛΚ,38.1020131,23.7834214,2601
ΑΘΗΝΧΑΛΚ,38.1017729,23.7830032,2604
ΑΘΗΝΧΑΛΚ,38.1014321,23.7824775,2607
ΑΘΗΝΧΑΛΚ,38.1007202,23.7814854,2610
ΑΘΗΝΧΑΛΚ,38.1004358,23.7810661,2613
ΑΘΗΝΧΑΛΚ,38.1004358,23.7810661,2616
ΑΘΗΝΧΑΛΚ,38.0997896,23.7801134,2619
ΑΘΗΝΧΑΛΚ,38.09623,23.7750233,2622
ΑΘΗΝΧΑΛΚ,38.1901597,23.8441939,2625
ΑΘΗΝΧΑΛΚ,38.1883297,23.844506,2628
ΑΘΗΝΧΑΛΚ,38.1883297,23.844506,2631
ΑΘΗΝΧΑΛΚ,38.1864328,23.8448268,2634
ΑΘΗΝΧΑΛΚ,38.1711234,23.8557462,2637
ΑΘΗΝΧΑΛΚ,38.1715063,23.8549734,2640
ΑΘΗΝΧΑΛΚ,38.2972332,23.6470484,2643
ΑΘΗΝΧΑΛΚ,38.2969369,23.6471428,2646
ΑΘΗΝΧΑΛΚ,38.2969369,23.6471428,2649
ΑΘΗΝΧΑΛΚ,38.2965529,23.6472716,2652
ΑΘΗΝΧΑΛΚ,38.2962363,23.6474003,2655
ΑΘΗΝΧΑΛΚ,38.2958995,23.647572,2658
ΑΘΗΝΧΑΛΚ,38.2955223,23.6478209,2661
ΑΘΗΝΧΑΛΚ,38.2952326,23.6480698,2664
ΑΘΗΝΧΑΛΚ,38.2949362,23.6483616,2667
ΑΘΗΝΧΑΛΚ,38.2946735,23.6486706,2670
ΑΘΗΝΧΑΛΚ,38.2944647,23.648971,2673
ΑΘΗΝΧΑΛΚ,38.2942491,23.6493229,2676
ΑΘΗΝΧΑΛΚ,38.2940807,23.6496748,2679
ΑΘΗΝΧΑΛΚ,38.293946,23.6499838,2682
ΑΘΗΝΧΑΛΚ,38.2938045,23.6503615,2685
ΑΘΗΝΧΑΛΚ,38.2936967,23.6507563,2688
ΑΘΗΝΧΑΛΚ,38.2936159,23.6511941,2691
ΑΘΗΝΧΑΛΚ,38.293562,23.6516146,2694
ΑΘΗΝΧΑΛΚ,38.2935418,23.6520867,2697
ΑΘΗΝΧΑΛΚ,38.2935418,23.6524643,2700
ΑΘΗΝΧΑΛΚ,38.2935687,23.6528592,2703
ΑΘΗΝΧΑΛΚ,38.2936226,23.6532111,2706
ΑΘΗΝΧΑΛΚ,38.2937169,23.6537003,2709
ΑΘΗΝΧΑΛΚ,38.2938719,23.6543097,2712
ΑΘΗΝΧΑΛΚ,38.2940133,23.6548934,2715
ΑΘΗΝΧΑΛΚ,38.2941615,23.6555113,2718
ΑΘΗΝΧΑΛΚ,38.2942356,23.6560607,2721
ΑΘΗΝΧΑΛΚ,38.2942424,23.6564898,2724
ΑΘΗΝΧΑΛΚ,38.2942424,23.6570048,2727
ΑΘΗΝΧΑΛΚ,38.2941952,23.6574854,2730
ΑΘΗΝΧΑΛΚ,38.2940942,23.6580519,2733
ΑΘΗΝΧΑΛΚ,38.2939527,23.6585669,2736
ΑΘΗΝΧΑΛΚ,38.2937978,23.6589703,2739
ΑΘΗΝΧΑΛΚ,38.293589,23.659408,2742
ΑΘΗΝΧΑΛΚ,38.2933801,23.6597943,2745
ΑΘΗΝΧΑΛΚ,38.293205,23.6600518,2748
ΑΘΗΝΧΑΛΚ,38.2929827,23.6603436,2751
ΑΘΗΝΧΑΛΚ,38.2927267,23.6606268,2754
ΑΘΗΝΧΑΛΚ,38.2923764,23.660953,2757
ΑΘΗΝΧΑΛΚ,38.2919587,23.6612534,2760
ΑΘΗΝΧΑΛΚ,38.2914804,23.6615452,2763
ΑΘΗΝΧΑΛΚ,38.2880245,23.6635794,2766
ΑΘΗΝΧΑΛΚ,38.2833691,23.6663174,2769
ΑΘΗΝΧΑΛΚ,38.2816923,23.6672712,2772
ΑΘΗΝΧΑΛΚ,38.2810534,23.6676403,2775
ΑΘΗΝΧΑΛΚ,38.278727,23.6690297,2778
ΑΘΗΝΧΑΛΚ,38.2779858,23.6694846,2781
ΑΘΗΝΧΑΛΚ,38.2775748,23.6697506,2784
ΑΘΗΝΧΑΛΚ,38.2775748,23.6697506,2787
ΑΘΗΝΧΑΛΚ,38.2770133,23.6701178,2790
ΑΘΗΝΧΑΛΚ,38.2770133,23.6701178,2793
ΑΘΗΝΧΑΛΚ,38.2768134,23.6702485,2796
ΑΘΗΝΧΑΛΚ,38.2764698,23.6704888,2799
ΑΘΗΝΧΑΛΚ,38.276052,23.6707978,2802
ΑΘΗΝΧΑΛΚ,38.2755736,23.6712012,2805
ΑΘΗΝΧΑΛΚ,38.2752502,23.6715188,2808
ΑΘΗΝΧΑΛΚ,38.274819,23.6719651,2811
ΑΘΗΝΧΑΛΚ,38.2744147,23.6724457,2814
ΑΘΗΝΧΑΛΚ,38.2740373,23.672892,2817
ΑΘΗΝΧΑΛΚ,38.2735724,23.6734843,2820
ΑΘΗΝΧΑΛΚ,38.2732759,23.6738619,2823
ΑΘΗΝΧΑΛΚ,38.272939,23.6742653,2826
ΑΘΗΝΧΑΛΚ,38.2726627,23.6745228,2829
ΑΘΗΝΧΑΛΚ,38.2723056,23.6747975,2832
ΑΘΗΝΧΑΛΚ,38.2720428,23.6749863,2835
ΑΘΗΝΧΑΛΚ,38.2716318,23.6751837,2838
ΑΘΗΝΧΑΛΚ,38.2711601,23.6753726,2841
ΑΘΗΝΧΑΛΚ,38.2707153,23.6754927,2844
ΑΘΗΝΧΑΛΚ,38.2702302,23.6755442,2847
ΑΘΗΝΧΑΛΚ,38.2696978,23.6755356,2850
ΑΘΗΝΧΑΛΚ,38.2688824,23.6753811,2853
ΑΘΗΝΧΑΛΚ,38.2683972,23.6752953,2856
ΑΘΗΝΧΑΛΚ,38.2679457,23.6752524,2859
ΑΘΗΝΧΑΛΚ,38.2675414,23.6752438,2862
ΑΘΗΝΧΑΛΚ,38.2670562,23.6752781,2865
ΑΘΗΝΧΑΛΚ,38.2665643,23.6753811,2868
ΑΘΗΝΧΑΛΚ,38.2655737,23.6755871,2871
ΑΘΗΝΧΑΛΚ,38.2631745,23.6761536,2874
ΑΘΗΝΧΑΛΚ,38.2580121,23.6773209,2877
ΑΘΗΝΧΑΛΚ,38.2576145,23.6774411,2880
ΑΘΗΝΧΑΛΚ,38.2572505,23.677587,2883
ΑΘΗΝΧΑΛΚ,38.2568664,23.677793,2886
ΑΘΗΝΧΑΛΚ,38.2565092,23.6780505,2889
ΑΘΗΝΧΑΛΚ,38.2562194,23.6782822,2892
ΑΘΗΝΧΑΛΚ,38.2559093,23.678574,2895
ΑΘΗΝΧΑΛΚ,38.2556734,23.6788401,2898
ΑΘΗΝΧΑΛΚ,38.2554712,23.6791319,2901
ΑΘΗΝΧΑΛΚ,38.2552286,23.6795096,2904
ΑΘΗΝΧΑΛΚ,38.254959,23.6800246,2907
ΑΘΗΝΧΑΛΚ,38.2547163,23.6806426,2910
ΑΘΗΝΧΑΛΚ,38.2545276,23.6812777,2913
ΑΘΗΝΧΑΛΚ,38.2544265,23.6818099,2916
ΑΘΗΝΧΑΛΚ,38.2543119,23.6827025,2919
ΑΘΗΝΧΑΛΚ,38.2541771,23.6838355,2922
ΑΘΗΝΧΑΛΚ,38.2540086,23.6852517,2925
ΑΘΗΝΧΑΛΚ,38.2539345,23.68611,2928
ΑΘΗΝΧΑΛΚ,38.2538941,23.686831,2931
ΑΘΗΝΧΑΛΚ,38.2539008,23.6875433,2934
ΑΘΗΝΧΑΛΚ,38.2539278,23.6881699,2937
ΑΘΗΝΧΑΛΚ,38.2540221,23.6891913,2940
ΑΘΗΝΧΑΛΚ,38.25413,23.6899895,2943
ΑΘΗΝΧΑΛΚ,38.2541704,23.6904702,2946
ΑΘΗΝΧΑΛΚ,38.2541704,23.6910538,2949
ΑΘΗΝΧΑΛΚ,38.2541367,23.6915001,2952
ΑΘΗΝΧΑΛΚ,38.2540491,23.6919722,2955
ΑΘΗΝΧΑΛΚ,38.2539547,23.6923842,2958
ΑΘΗΝΧΑΛΚ,38.2538334,23.6927619,2961
ΑΘΗΝΧΑΛΚ,38.2537256,23.6930022,2964
ΑΘΗΝΧΑΛΚ,38.2535975,23.693294,2967
ΑΘΗΝΧΑΛΚ,38.2533751,23.6936802,2970
ΑΘΗΝΧΑΛΚ,38.2531324,23.6940321,2973
ΑΘΗΝΧΑΛΚ,38.2528359,23.6943583,2976
ΑΘΗΝΧΑΛΚ,38.2524652,23.6946759,2979
ΑΘΗΝΧΑΛΚ,38.2521686,23.6949076,2982
ΑΘΗΝΧΑΛΚ,38.2517642,23.6951308,2985
ΑΘΗΝΧΑΛΚ,38.2507599,23.6955771,2988
ΑΘΗΝΧΑΛΚ,38.2505382,23.6956698,2991
ΑΘΗΝΧΑΛΚ,38.2491949,23.696226,2994
ΑΘΗΝΧΑΛΚ,38.2484411,23.696547,2997
ΑΘΗΝΧΑΛΚ,38.2480772,23.6967358,3000
ΑΘΗΝΧΑΛΚ,38.2476727,23.6970105,3003
ΑΘΗΝΧΑΛΚ,38.2472885,23.6973538,3006
ΑΘΗΝΧΑΛΚ,38.2469649,23.69768,3009
ΑΘΗΝΧΑΛΚ,38.2466346,23.6981177,3012
ΑΘΗΝΧΑΛΚ,38.2463785,23.6985468,3015
ΑΘΗΝΧΑΛΚ,38.2460752,23.6991477,3018
ΑΘΗΝΧΑΛΚ,38.2458527,23.6997141,3021
ΑΘΗΝΧΑΛΚ,38.2456842,23.700315,3024
ΑΘΗΝΧΑΛΚ,38.2455831,23.7008471,3027
ΑΘΗΝΧΑΛΚ,38.2455292,23.701302,3030
ΑΘΗΝΧΑΛΚ,38.2455022,23.7019286,3033
ΑΘΗΝΧΑΛΚ,38.2455224,23.702907,3036
ΑΘΗΝΧΑΛΚ,38.2455224,23.7032504,3039
ΑΘΗΝΧΑΛΚ,38.2455022,23.7036967,3042
ΑΘΗΝΧΑΛΚ,38.2454617,23.7041087,3045
ΑΘΗΝΧΑΛΚ,38.2453943,23.7045378,3048
ΑΘΗΝΧΑΛΚ,38.2453,23.7049069,3051
ΑΘΗΝΧΑΛΚ,38.2451854,23.7053275,3054
ΑΘΗΝΧΑΛΚ,38.2450371,23.7057995,3057
ΑΘΗΝΧΑΛΚ,38.2449023,23.7063231,3060
ΑΘΗΝΧΑΛΚ,38.2447944,23.7068724,3063
ΑΘΗΝΧΑΛΚ,38.2447203,23.7075076,3066
ΑΘΗΝΧΑΛΚ,38.2447,23.7081084,3069
ΑΘΗΝΧΑΛΚ,38.2447,23.7088465,3072
ΑΘΗΝΧΑΛΚ,38.2446865,23.7095418,3075
ΑΘΗΝΧΑΛΚ,38.2446528,23.710031,3078
ΑΘΗΝΧΑΛΚ,38.2445854,23.7105116,3081
ΑΘΗΝΧΑΛΚ,38.2444776,23.711061,3084
ΑΘΗΝΧΑΛΚ,38.244336,23.7116875,3087
ΑΘΗΝΧΑΛΚ,38.2441608,23.7123227,3090
ΑΘΗΝΧΑΛΚ,38.2438372,23.713181,3093
ΑΘΗΝΧΑΛΚ,38.2435743,23.7137904,3096
ΑΘΗΝΧΑΛΚ,38.2432575,23.7144255,3099
ΑΘΗΝΧΑΛΚ,38.2429946,23.7148718,3102
ΑΘΗΝΧΑΛΚ,38.2427721,23.7152581,3105
ΑΘΗΝΧΑΛΚ,38.2424283,23.7157387,3108
ΑΘΗΝΧΑΛΚ,38.2416733,23.7167429,3111
ΑΘΗΝΧΑΛΚ,38.2413093,23.7172665,3114
ΑΘΗΝΧΑΛΚ,38.2410261,23.7177386,3117
ΑΘΗΝΧΑΛΚ,38.2407969,23.7182021,3120
ΑΘΗΝΧΑΛΚ,38.2406082,23.7186312,3123
ΑΘΗΝΧΑΛΚ,38.2404801,23.7190003,3126
ΑΘΗΝΧΑΛΚ,38.2403385,23.7194123,3129
ΑΘΗΝΧΑΛΚ,38.2402104,23.7199187,3132
ΑΘΗΝΧΑΛΚ,38.239934,23.7210001,3135
ΑΘΗΝΧΑΛΚ,38.2395633,23.7223391,3138
ΑΘΗΝΧΑΛΚ,38.2389835,23.724545,3141
ΑΘΗΝΧΑΛΚ,38.238788,23.7251715,3144
ΑΘΗΝΧΑΛΚ,38.2386397,23.7256007,3147
ΑΘΗΝΧΑΛΚ,38.2384914,23.7260642,3150
ΑΘΗΝΧΑΛΚ,38.2382756,23.7265963,3153
ΑΘΗΝΧΑΛΚ,38.237979,23.7273087,3156
ΑΘΗΝΧΑΛΚ,38.2377768,23.7277979,3159
ΑΘΗΝΧΑΛΚ,38.2376352,23.7281842,3162
ΑΘΗΝΧΑΛΚ,38.2374801,23.7286992,3165
ΑΘΗΝΧΑΛΚ,38.2373655,23.7292056,3168
ΑΘΗΝΧΑΛΚ,38.2372981,23.7296776,3171
ΑΘΗΝΧΑΛΚ,38.2372374,23.7304244,3174
ΑΘΗΝΧΑΛΚ,38.2372442,23.7310338,3177
ΑΘΗΝΧΑΛΚ,38.2372914,23.7315573,3180
ΑΘΗΝΧΑΛΚ,38.237406,23.7321581,3183
ΑΘΗΝΧΑΛΚ,38.2375408,23.7328276,3186
ΑΘΗΝΧΑΛΚ,38.2376487,23.733334,3189
ΑΘΗΝΧΑΛΚ,38.2378442,23.7342438,3192
ΑΘΗΝΧΑΛΚ,38.2379116,23.7346558,3195
ΑΘΗΝΧΑΛΚ,38.2379858,23.7351193,3198
ΑΘΗΝΧΑΛΚ,38.2380195,23.735497,3201
ΑΘΗΝΧΑΛΚ,38.238033,23.7360034,3204
ΑΘΗΝΧΑΛΚ,38.2380127,23.7364583,3207
ΑΘΗΝΧΑΛΚ,38.237979,23.7368531,3210
ΑΘΗΝΧΑΛΚ,38.2379251,23.7372221,3213
ΑΘΗΝΧΑΛΚ,38.2378307,23.7376513,3216
ΑΘΗΝΧΑΛΚ,38.2376824,23.7383122,3219
ΑΘΗΝΧΑΛΚ,38.2375745,23.7388529,3222
ΑΘΗΝΧΑΛΚ,38.2375139,23.7393593,3225
ΑΘΗΝΧΑΛΚ,38.2374936,23.7399994,3228
ΑΘΗΝΧΑΛΚ,38.2375071,23.740561,3231
ΑΘΗΝΧΑΛΚ,38.2375341,23.741342,3234
ΑΘΗΝΧΑΛΚ,38.2377026,23.7462172,3237
ΑΘΗΝΧΑΛΚ,38.2377161,23.7469382,3240
ΑΘΗΝΧΑΛΚ,38.2377498,23.7475905,3243
ΑΘΗΝΧΑΛΚ,38.2378037,23.7483887,3246
ΑΘΗΝΧΑΛΚ,38.2378914,23.7494616,3249
ΑΘΗΝΧΑΛΚ,38.237979,23.7504057,3252
ΑΘΗΝΧΑΛΚ,38.2380532,23.7512469,3255
ΑΘΗΝΧΑΛΚ,38.2380801,23.7517361,3258
ΑΘΗΝΧΑΛΚ,38.2380936,23.7522168,3261
ΑΘΗΝΧΑΛΚ,38.2380869,23.7527918,3264
ΑΘΗΝΧΑΛΚ,38.2380532,23.7534527,3267
ΑΘΗΝΧΑΛΚ,38.2379521,23.7545256,3270
ΑΘΗΝΧΑΛΚ,38.2378307,23.7557873,3273
ΑΘΗΝΧΑΛΚ,38.2376757,23.7572722,3276
ΑΘΗΝΧΑΛΚ,38.237615,23.758079,3279
ΑΘΗΝΧΑΛΚ,38.237615,23.7589116,3282
ΑΘΗΝΧΑΛΚ,38.2376285,23.7594523,3285
ΑΘΗΝΧΑΛΚ,38.2376689,23.7600789,3288
ΑΘΗΝΧΑΛΚ,38.2378037,23.7610316,3291
ΑΘΗΝΧΑΛΚ,38.2378712,23.7616324,3294
ΑΘΗΝΧΑΛΚ,38.2379116,23.7620959,3297
ΑΘΗΝΧΑΛΚ,38.2379183,23.7624306,3300
ΑΘΗΝΧΑΛΚ,38.2379116,23.7627997,3303
ΑΘΗΝΧΑΛΚ,38.2378846,23.7632546,3306
ΑΘΗΝΧΑΛΚ,38.2378374,23.763555,3309
ΑΘΗΝΧΑΛΚ,38.2377161,23.7643361,3312
ΑΘΗΝΧΑΛΚ,38.2374734,23.7655377,3315
ΑΘΗΝΧΑΛΚ,38.2373049,23.7663874,3318
ΑΘΗΝΧΑΛΚ,38.2372105,23.7670311,3321
ΑΘΗΝΧΑΛΚ,38.2371633,23.7675375,3324
ΑΘΗΝΧΑΛΚ,38.2371296,23.7679581,3327
ΑΘΗΝΧΑΛΚ,38.2371026,23.7684817,3330
ΑΘΗΝΧΑΛΚ,38.2370959,23.7693314,3333
ΑΘΗΝΧΑΛΚ,38.2371161,23.7699666,3336
ΑΘΗΝΧΑΛΚ,38.2371903,23.7707905,3339
ΑΘΗΝΧΑΛΚ,38.2373858,23.7723097,3342
ΑΘΗΝΧΑΛΚ,38.2374532,23.7729191,3345
ΑΘΗΝΧΑΛΚ,38.2375206,23.7735886,3348
ΑΘΗΝΧΑΛΚ,38.2375341,23.7740349,3351
ΑΘΗΝΧΑΛΚ,38.2375273,23.7745156,3354
ΑΘΗΝΧΑΛΚ,38.2374869,23.775022,3357
ΑΘΗΝΧΑΛΚ,38.2374262,23.7754168,3360
ΑΘΗΝΧΑΛΚ,38.2373183,23.7758803,3363
ΑΘΗΝΧΑΛΚ,38.2372172,23.7761979,3366
ΑΘΗΝΧΑΛΚ,38.2370285,23.7766957,3369
ΑΘΗΝΧΑΛΚ,38.2367925,23.7772622,3372
ΑΘΗΝΧΑΛΚ,38.2365093,23.7779574,3375
ΑΘΗΝΧΑΛΚ,38.2363341,23.778438,3378
ΑΘΗΝΧΑΛΚ,38.2360914,23.7792363,3381
ΑΘΗΝΧΑΛΚ,38.2359768,23.7796568,3384
ΑΘΗΝΧΑΛΚ,38.2358487,23.7801976,3387
ΑΘΗΝΧΑΛΚ,38.2357475,23.7807211,3390
ΑΘΗΝΧΑΛΚ,38.2356532,23.781322,3393
ΑΘΗΝΧΑΛΚ,38.2355857,23.7819142,3396
ΑΘΗΝΧΑΛΚ,38.2355385,23.7824549,3399
ΑΘΗΝΧΑΛΚ,38.2354779,23.7833046,3402
ΑΘΗΝΧΑΛΚ,38.2354307,23.7839741,3405
ΑΘΗΝΧΑΛΚ,38.2354037,23.7844119,3408
ΑΘΗΝΧΑΛΚ,38.2353633,23.7850728,3411
ΑΘΗΝΧΑΛΚ,38.2353295,23.7857594,3414
ΑΘΗΝΧΑΛΚ,38.2352824,23.7863516,3417
ΑΘΗΝΧΑΛΚ,38.2352015,23.7868924,3420
ΑΘΗΝΧΑΛΚ,38.2351138,23.7873816,3423
ΑΘΗΝΧΑΛΚ,38.2349992,23.7877593,3426
ΑΘΗΝΧΑΛΚ,38.2348374,23.7882227,3429
ΑΘΗΝΧΑΛΚ,38.2346554,23.7886433,3432
ΑΘΗΝΧΑΛΚ,38.2344059,23.7890982,3435
ΑΘΗΝΧΑΛΚ,38.234143,23.7894759,3438
ΑΘΗΝΧΑΛΚ,38.2338329,23.7898364,3441
ΑΘΗΝΧΑΛΚ,38.2335834,23.7900767,3444
ΑΘΗΝΧΑΛΚ,38.2333272,23.7902913,3447
ΑΘΗΝΧΑΛΚ,38.2327609,23.7906518,3450
ΑΘΗΝΧΑΛΚ,38.2325923,23.7907719,3453
ΑΘΗΝΧΑΛΚ,38.2323429,23.7909779,3456
ΑΘΗΝΧΑΛΚ,38.2321136,23.7912011,3459
ΑΘΗΝΧΑΛΚ,38.2318979,23.79145,3462
ΑΘΗΝΧΑΛΚ,38.2317091,23.7916903,3465
ΑΘΗΝΧΑΛΚ,38.2315136,23.7920079,3468
ΑΘΗΝΧΑΛΚ,38.2313383,23.7923426,3471
ΑΘΗΝΧΑΛΚ,38.23119,23.7926945,3474
ΑΘΗΝΧΑΛΚ,38.2310821,23.7929606,3477
ΑΘΗΝΧΑΛΚ,38.2309473,23.7934927,3480
ΑΘΗΝΧΑΛΚ,38.2308798,23.7939477,3483
ΑΘΗΝΧΑΛΚ,38.2308394,23.7943511,3486
ΑΘΗΝΧΑΛΚ,38.2308124,23.7949261,3489
ΑΘΗΝΧΑΛΚ,38.230772,23.7954497,3492
ΑΘΗΝΧΑΛΚ,38.2307248,23.7958703,3495
ΑΘΗΝΧΑΛΚ,38.2305899,23.7964539,3498
ΑΘΗΝΧΑΛΚ,38.2304281,23.797029,3501
ΑΘΗΝΧΑΛΚ,38.2302326,23.7975096,3504
ΑΘΗΝΧΑΛΚ,38.2300033,23.7979731,3507
ΑΘΗΝΧΑΛΚ,38.2297269,23.798428,3510
ΑΘΗΝΧΑΛΚ,38.2294977,23.7987284,3513
ΑΘΗΝΧΑΛΚ,38.2287021,23.7997326,3516
ΑΘΗΝΧΑΛΚ,38.2282908,23.8002562,3519
ΑΘΗΝΧΑΛΚ,38.2280615,23.8006253,3522
ΑΘΗΝΧΑΛΚ,38.2278795,23.8009772,3525
ΑΘΗΝΧΑΛΚ,38.2276502,23.8015265,3528
ΑΘΗΝΧΑΛΚ,38.2275289,23.8019471,3531
ΑΘΗΝΧΑΛΚ,38.2274547,23.8023333,3534
ΑΘΗΝΧΑΛΚ,38.227394,23.8027968,3537
ΑΘΗΝΧΑΛΚ,38.2273805,23.8031916,3540
ΑΘΗΝΧΑΛΚ,38.2274008,23.8037495,3543
ΑΘΗΝΧΑΛΚ,38.2274412,23.8044276,3546
ΑΘΗΝΧΑΛΚ,38.2274749,23.8049597,3549
ΑΘΗΝΧΑΛΚ,38.2274952,23.8055605,3552
ΑΘΗΝΧΑΛΚ,38.2274884,23.8059811,3555
ΑΘΗΝΧΑΛΚ,38.2274615,23.8062901,3558
ΑΘΗΝΧΑΛΚ,38.2274008,23.8068051,3561
ΑΘΗΝΧΑΛΚ,38.2273401,23.8072171,3564
ΑΘΗΝΧΑΛΚ,38.2272659,23.8077578,3567
ΑΘΗΝΧΑΛΚ,38.2271783,23.8083157,3570
ΑΘΗΝΧΑΛΚ,38.2270974,23.8088135,3573
ΑΘΗΝΧΑΛΚ,38.2270502,23.8093543,3576
ΑΘΗΝΧΑΛΚ,38.2270299,23.8097748,3579
ΑΘΗΝΧΑΛΚ,38.2270299,23.8102383,3582
ΑΘΗΝΧΑΛΚ,38.2270636,23.8107018,3585
ΑΘΗΝΧΑΛΚ,38.2271108,23.8111567,3588
ΑΘΗΝΧΑΛΚ,38.2271918,23.8116717,3591
ΑΘΗΝΧΑΛΚ,38.2272929,23.8121953,3594
ΑΘΗΝΧΑΛΚ,38.2274547,23.8128562,3597
ΑΘΗΝΧΑΛΚ,38.2276368,23.8135685,3600
ΑΘΗΝΧΑΛΚ,38.2277446,23.8141179,3603
ΑΘΗΝΧΑΛΚ,38.2277986,23.8147101,3606
ΑΘΗΝΧΑΛΚ,38.2278121,23.8149504,3609
ΑΘΗΝΧΑΛΚ,38.2278121,23.8153023,3612
ΑΘΗΝΧΑΛΚ,38.2277918,23.8157401,3615
ΑΘΗΝΧΑΛΚ,38.2277312,23.8162035,3618
ΑΘΗΝΧΑΛΚ,38.22763,23.8169074,3621
ΑΘΗΝΧΑΛΚ,38.2275424,23.817491,3624
ΑΘΗΝΧΑΛΚ,38.2274884,23.8179631,3627
ΑΘΗΝΧΑΛΚ,38.2274615,23.8184437,3630
ΑΘΗΝΧΑΛΚ,38.2274547,23.8187441,3633
ΑΘΗΝΧΑΛΚ,38.2273805,23.82095,3636
ΑΘΗΝΧΑΛΚ,38.2273333,23.8221516,3639
ΑΘΗΝΧΑΛΚ,38.2273199,23.8228297,3642
ΑΘΗΝΧΑΛΚ,38.2273266,23.8231902,3645
ΑΘΗΝΧΑΛΚ,38.2273401,23.823482,3648
ΑΘΗΝΧΑΛΚ,38.2273805,23.8237738,3651
ΑΘΗΝΧΑΛΚ,38.2274345,23.8240656,3654
ΑΘΗΝΧΑΛΚ,38.2274884,23.8243489,3657
ΑΘΗΝΧΑΛΚ,38.2275828,23.8247609,3660
ΑΘΗΝΧΑΛΚ,38.2280413,23.8267436,3663
ΑΘΗΝΧΑΛΚ,38.2282638,23.8277993,3666
ΑΘΗΝΧΑΛΚ,38.228547,23.8290953,3669
ΑΘΗΝΧΑΛΚ,38.2286346,23.8294987,3672
ΑΘΗΝΧΑΛΚ,38.2287358,23.8299794,3675
ΑΘΗΝΧΑΛΚ,38.2288302,23.8304429,3678
ΑΘΗΝΧΑΛΚ,38.2289111,23.8308978,3681
ΑΘΗΝΧΑΛΚ,38.2289785,23.8313956,3684
ΑΘΗΝΧΑΛΚ,38.229019,23.8318505,3687
ΑΘΗΝΧΑΛΚ,38.2290527,23.8322796,3690
ΑΘΗΝΧΑΛΚ,38.2290999,23.8336787,3693
ΑΘΗΝΧΑΛΚ,38.2291673,23.8357214,3696
ΑΘΗΝΧΑΛΚ,38.2291875,23.8362622,3699
ΑΘΗΝΧΑΛΚ,38.2292347,23.8376441,3702
ΑΘΗΝΧΑΛΚ,38.2292549,23.8381247,3705
ΑΘΗΝΧΑΛΚ,38.229228,23.8387684,3708
ΑΘΗΝΧΑΛΚ,38.229201,23.8392663,3711
ΑΘΗΝΧΑΛΚ,38.2291673,23.8397984,3714
ΑΘΗΝΧΑΛΚ,38.2291066,23.8403477,3717
ΑΘΗΝΧΑΛΚ,38.2290122,23.8408713,3720
ΑΘΗΝΧΑΛΚ,38.2288976,23.841515,3723
ΑΘΗΝΧΑΛΚ,38.2287965,23.8420043,3726
ΑΘΗΝΧΑΛΚ,38.2286818,23.842442,3729
